N,P,K,Temperature,Humidity,Ph,Rain,Crop
15.84,144.77,192.74,30.1,78.83,6.42,61.4,Grapes
31.93,52.82,29.64,34.34,52.87,5.11,85.93,Mango
29.27,52.66,15.83,30.74,63.6,6.51,41.81,Green Gram (Moong)(Whole)
58.8,71.98,51.59,18.34,56.13,6.99,66.66,Black Gram (Urd Beans)(Whole)
20.95,122.54,191.73,28.41,77.52,6.19,74.77,Grapes
23.12,63.39,37.4,17.11,59.86,6.21,117.53,Arhar (Tur/Red Gram)(Whole)
14.03,57.78,16.54,34.04,80.33,7.03,43.54,Green Gram (Moong)(Whole)
41.47,62.92,52.72,23.11,45.52,7.25,111.64,Black Gram (Urd Beans)(Whole)
3.38,21.64,39.66,19.64,88.04,5.99,117.77,Pomegranate
15.34,127.67,185.14,30.36,79.54,6.21,79.55,Grapes
76.58,48.64,24.56,20.61,61.4,5.6,81.09,Apple
101.43,84.4,42.05,22.09,79.88,5.87,108.4,Banana
91.15,82.88,49.17,20.6,80.15,6.08,114.28,Banana
72.21,36.68,44.82,26.81,84.05,6.86,209.45,Rice
60.49,47.82,41.94,23.35,80.19,6.41,259.93,Rice
5.75,17.21,30.9,20.61,85.14,5.61,103.3,Pomegranate
79.52,35.56,44.64,23.98,84.97,6.88,222.18,Rice
60.62,46.14,43.36,20.21,82.58,6.48,240.71,Rice
26.9,127.43,186.63,28.46,83.7,6.14,78.67,Grapes
79.64,57.03,23.11,23.16,58.79,6.43,89.7,Apple
86.75,57.92,44.13,23.12,67.19,6.55,81.45,Bhindi(Ladies Finger)
38.79,55.86,17.32,31.83,84.18,6.51,46.36,Green Gram (Moong)(Whole)
14.22,125.69,204.55,31.31,75.09,6.17,70.35,Grapes
96.21,88.8,46.97,22.78,75.86,6.35,170.88,Banana
15.78,137.92,205.93,28.1,80.21,6.19,67.15,Grapes
49.71,66.16,35.37,17.95,37.62,6.53,88.07,Black Gram (Urd Beans)(Whole)
11.56,28.69,30.71,26.98,48.07,6.22,98.07,Mango
70.17,37.94,42.49,24.2,82.64,7.17,277.86,Rice
13.9,21.88,35.84,24.78,94.7,6.09,114.17,Pomegranate
69.1,37.83,40.21,25.57,88.59,6.37,272.47,Rice
101.1,81.73,41.06,26.54,79.91,6.91,112.58,Banana
20.49,43.18,25.6,32.82,45.08,4.9,96.62,Mango
68.7,45.2,40.6,21.72,84.21,6.06,214.66,Rice
27.93,149.75,203.51,29.78,77.94,6.26,78.21,Grapes
4.96,22.51,38.53,20.49,89.35,6.19,119.35,Pomegranate
22.77,31.42,30.04,32.22,59.05,5.66,81.9,Mango
25.98,64.32,33.14,22.89,38.82,6.59,132.13,Black Gram (Urd Beans)(Whole)
12.47,16.86,38.51,23.32,93.58,6.4,102.03,Pomegranate
67.69,35.3,43.03,20.14,89.06,6.08,284.97,Rice
28.99,41.71,30.72,27.67,45.12,4.91,95.25,Mango
11.56,16.27,39.1,22.38,85.1,6.09,109.81,Pomegranate
89.21,86.25,45.71,22.3,81.19,6.0,202.88,Banana
75.63,42.68,43.55,26.55,89.25,6.17,252.35,Rice
97.56,55.79,38.21,21.33,65.69,6.5,63.34,Apple
9.68,50.35,27.16,26.64,51.54,6.31,94.5,Mango
36.64,55.37,15.04,28.55,75.57,7.06,78.74,Green Gram (Moong)(Whole)
13.53,50.74,16.13,27.47,76.77,7.46,59.31,Green Gram (Moong)(Whole)
92.75,35.45,24.57,21.99,53.95,6.22,86.47,Apple
22.68,74.81,15.15,18.01,54.96,5.67,111.51,Arhar (Tur/Red Gram)(Whole)
3.35,25.69,34.99,18.2,89.17,5.9,108.21,Pomegranate
23.59,48.42,30.79,27.73,56.63,6.01,92.58,Mango
77.74,50.37,38.06,28.41,70.1,6.25,91.09,Bhindi(Ladies Finger)
67.77,41.22,44.41,24.85,82.02,6.34,223.06,Rice
56.64,74.49,60.57,26.77,31.56,7.09,141.96,Black Gram (Urd Beans)(Whole)
102.0,68.99,44.09,27.66,82.72,5.54,183.28,Banana
67.98,44.72,40.44,22.8,85.31,6.95,210.85,Rice
11.16,21.16,30.71,20.62,87.44,5.88,118.47,Pomegranate
52.73,63.27,42.78,16.44,20.02,6.6,123.78,Black Gram (Urd Beans)(Whole)
64.38,43.37,44.41,23.28,80.32,7.41,211.1,Rice
60.25,38.18,43.97,24.06,88.4,7.33,265.0,Rice
69.38,39.71,44.26,24.0,89.74,6.93,288.79,Rice
28.85,69.86,21.26,25.02,53.64,6.33,101.38,Arhar (Tur/Red Gram)(Whole)
13.9,137.95,184.0,28.4,80.8,6.26,63.72,Grapes
69.11,47.4,40.12,21.66,86.22,6.04,264.49,Rice
22.69,62.0,25.85,28.39,58.81,6.13,137.12,Arhar (Tur/Red Gram)(Whole)
14.32,54.78,18.18,30.19,81.42,6.65,60.53,Green Gram (Moong)(Whole)
78.95,56.82,37.59,29.39,67.24,6.35,103.46,Bhindi(Ladies Finger)
38.63,71.76,41.7,18.31,50.17,6.96,111.14,Black Gram (Urd Beans)(Whole)
56.5,76.79,67.67,21.64,64.3,7.46,84.52,Black Gram (Urd Beans)(Whole)
11.56,27.97,32.25,19.12,90.81,6.17,107.62,Pomegranate
91.53,57.33,43.91,29.37,72.82,7.34,99.25,Bhindi(Ladies Finger)
19.35,55.89,20.13,32.91,71.73,6.92,73.83,Green Gram (Moong)(Whole)
14.49,28.55,30.94,24.32,93.48,5.73,107.58,Pomegranate
76.37,33.29,39.13,20.3,54.17,6.57,79.63,Apple
24.4,57.4,24.84,32.15,69.75,7.45,55.49,Green Gram (Moong)(Whole)
9.06,19.77,32.43,17.35,91.7,5.8,106.43,Pomegranate
19.58,74.78,15.74,23.71,26.28,6.0,84.13,Arhar (Tur/Red Gram)(Whole)
20.03,63.67,45.38,15.62,49.87,6.99,105.42,Black Gram (Urd Beans)(Whole)
94.74,51.75,38.18,29.64,70.35,6.39,95.33,Bhindi(Ladies Finger)
13.83,24.74,34.93,15.01,85.17,6.4,115.24,Pomegranate
6.14,28.77,31.76,28.92,58.4,5.74,87.3,Mango
60.85,36.28,43.18,24.05,87.46,7.31,204.18,Rice
78.61,51.39,44.91,24.32,88.18,6.03,203.1,Rice
14.15,27.32,33.44,15.18,94.4,5.7,102.7,Pomegranate
14.39,17.9,31.69,18.36,87.08,5.52,106.84,Pomegranate
82.59,55.54,38.18,29.19,71.82,6.94,99.88,Bhindi(Ladies Finger)
12.25,51.45,20.75,30.29,66.18,6.86,76.41,Green Gram (Moong)(Whole)
88.54,60.05,40.26,26.24,74.5,6.41,96.64,Bhindi(Ladies Finger)
10.83,130.45,203.66,30.03,77.24,6.35,62.33,Grapes
21.03,139.51,185.11,29.12,83.5,6.45,70.33,Grapes
87.19,52.36,30.57,20.22,53.63,6.21,82.76,Apple
6.38,29.72,33.12,23.92,87.38,5.82,108.88,Pomegranate
24.38,44.58,34.42,32.85,49.94,6.35,89.5,Mango
42.38,72.46,57.24,22.77,58.85,6.9,87.26,Black Gram (Urd Beans)(Whole)
23.5,63.67,61.94,15.45,36.64,7.24,125.83,Black Gram (Urd Beans)(Whole)
94.23,53.51,28.21,23.86,64.8,6.17,61.87,Apple
80.73,56.38,37.03,24.94,67.66,5.61,83.16,Apple
15.26,55.41,22.86,32.85,49.46,5.76,99.11,Mango
84.17,60.18,42.48,22.36,75.35,6.51,87.59,Bhindi(Ladies Finger)
65.24,49.54,40.36,22.09,87.57,6.49,251.14,Rice
29.64,139.54,209.9,28.26,80.78,6.38,60.92,Grapes
71.52,48.49,41.09,29.41,70.18,6.47,92.62,Bhindi(Ladies Finger)
22.08,141.76,194.85,31.34,78.2,6.46,63.74,Grapes
78.22,36.62,43.07,24.49,82.68,6.64,299.49,Rice
35.07,50.42,22.92,30.16,70.24,7.2,79.75,Green Gram (Moong)(Whole)
23.66,120.42,194.7,29.14,81.42,6.29,60.1,Grapes
19.29,129.27,192.02,28.53,82.96,6.03,60.94,Grapes
38.56,55.58,24.8,32.24,80.43,7.22,47.98,Green Gram (Moong)(Whole)
79.52,48.07,49.11,26.43,76.81,6.51,105.82,Bhindi(Ladies Finger)
3.03,16.72,30.21,19.56,89.94,5.99,114.28,Pomegranate
13.8,15.48,37.57,22.71,86.02,5.57,107.02,Pomegranate
74.46,49.14,40.63,22.31,83.84,7.17,294.98,Rice
77.59,48.15,36.95,28.18,68.73,6.37,85.19,Bhindi(Ladies Finger)
37.3,55.13,20.78,26.74,83.26,7.03,61.8,Green Gram (Moong)(Whole)
97.19,65.01,48.08,25.98,75.03,6.96,165.98,Banana
82.25,46.18,49.22,23.28,73.87,6.23,100.97,Bhindi(Ladies Finger)
11.48,25.27,32.41,16.62,86.26,6.24,103.7,Pomegranate
23.96,58.97,24.76,32.2,68.94,7.21,50.4,Green Gram (Moong)(Whole)
75.66,36.57,25.26,22.3,56.18,6.78,62.99,Apple
10.3,65.65,16.77,19.76,36.7,6.21,126.13,Arhar (Tur/Red Gram)(Whole)
20.75,66.35,32.93,20.7,19.98,6.43,85.27,Arhar (Tur/Red Gram)(Whole)
8.93,22.08,37.54,18.96,86.32,5.65,108.57,Pomegranate
2.62,22.95,33.36,23.64,94.56,6.25,103.79,Pomegranate
33.79,71.97,24.43,15.68,40.09,6.83,99.37,Black Gram (Urd Beans)(Whole)
69.56,39.67,43.51,24.65,89.33,6.17,225.96,Rice
34.27,61.21,76.91,24.25,55.41,7.03,146.98,Black Gram (Urd Beans)(Whole)
2.23,20.83,39.61,20.84,88.8,5.81,117.21,Pomegranate
11.84,124.67,209.69,28.76,82.02,6.06,67.19,Grapes
92.68,39.0,26.94,23.9,52.29,7.0,87.77,Apple
11.86,27.11,35.57,22.74,89.96,6.17,104.6,Pomegranate
82.1,45.48,30.82,23.11,57.46,6.66,90.94,Apple
80.23,64.07,52.89,22.85,74.18,6.58,100.31,Bhindi(Ladies Finger)
21.43,43.98,30.38,31.4,49.97,6.15,92.22,Mango
58.54,69.57,59.45,16.16,28.35,7.17,80.99,Black Gram (Urd Beans)(Whole)
70.91,52.68,35.46,23.63,71.14,6.28,86.83,Bhindi(Ladies Finger)
12.49,51.7,15.81,26.22,70.01,6.65,50.34,Green Gram (Moong)(Whole)
72.85,53.51,39.88,21.66,57.21,6.87,60.11,Apple
5.33,21.5,24.53,29.95,48.89,6.5,97.24,Mango
14.61,37.3,25.28,34.66,45.02,5.8,84.06,Mango
41.04,64.85,16.74,18.18,26.96,6.24,92.63,Arhar (Tur/Red Gram)(Whole)
37.26,64.32,39.66,25.99,64.49,6.28,132.01,Arhar (Tur/Red Gram)(Whole)
9.81,26.67,37.63,23.31,93.57,6.48,111.83,Pomegranate
83.46,58.34,53.59,24.17,72.95,7.36,82.85,Bhindi(Ladies Finger)
93.06,87.52,47.63,24.05,78.93,6.67,126.03,Banana
10.44,124.51,184.44,29.69,77.57,6.28,67.11,Grapes
96.13,66.25,42.05,27.23,77.25,7.1,101.31,Banana
28.43,139.43,203.95,30.6,82.94,6.45,76.59,Grapes
79.87,58.01,45.63,24.53,73.36,7.06,95.56,Bhindi(Ladies Finger)
30.38,56.62,17.12,32.4,65.57,6.84,71.63,Green Gram (Moong)(Whole)
33.71,79.24,47.51,17.79,27.19,6.51,111.75,Black Gram (Urd Beans)(Whole)
11.79,56.98,21.75,33.02,47.74,6.06,87.58,Mango
7.73,15.17,35.19,20.39,87.74,5.92,115.36,Pomegranate
16.2,131.41,196.99,29.95,77.35,6.39,70.99,Grapes
89.54,34.39,24.68,21.85,53.62,6.82,63.49,Apple
23.32,136.45,190.11,28.94,79.47,6.2,68.01,Grapes
17.36,72.71,17.52,18.95,33.43,6.21,82.77,Arhar (Tur/Red Gram)(Whole)
30.17,51.57,15.15,33.9,73.92,6.76,58.56,Green Gram (Moong)(Whole)
33.38,76.53,71.07,16.99,44.59,6.77,142.4,Black Gram (Urd Beans)(Whole)
92.4,63.95,47.97,23.25,69.73,7.32,92.99,Bhindi(Ladies Finger)
66.49,54.33,43.84,21.81,84.3,6.25,226.64,Rice
26.65,46.67,24.61,32.83,54.7,5.74,80.43,Mango
26.96,140.33,189.28,28.93,84.06,6.22,77.07,Grapes
36.28,76.29,78.62,21.25,33.79,7.47,82.55,Black Gram (Urd Beans)(Whole)
15.25,50.08,18.28,32.74,76.22,7.11,53.12,Green Gram (Moong)(Whole)
5.45,27.8,31.5,17.68,85.21,5.76,111.4,Pomegranate
58.62,63.4,55.05,24.66,18.4,6.89,147.73,Black Gram (Urd Beans)(Whole)
85.47,81.33,43.87,29.96,76.64,7.3,163.0,Banana
93.66,59.19,47.83,29.22,84.74,6.93,160.6,Banana
27.29,74.54,32.29,18.34,43.73,7.09,60.04,Black Gram (Urd Beans)(Whole)
36.22,74.65,26.07,25.59,50.36,5.62,113.09,Arhar (Tur/Red Gram)(Whole)
3.69,37.5,33.13,27.58,49.44,5.1,86.13,Mango
19.58,137.17,203.36,30.16,80.51,6.17,73.55,Grapes
57.04,62.68,24.98,15.38,69.99,7.04,66.14,Black Gram (Urd Beans)(Whole)
18.17,70.25,22.78,16.56,42.76,5.76,100.02,Arhar (Tur/Red Gram)(Whole)
91.36,55.61,53.54,29.68,77.49,6.53,97.68,Bhindi(Ladies Finger)
34.19,70.86,63.18,20.18,26.51,7.38,136.24,Black Gram (Urd Beans)(Whole)
27.43,77.62,33.62,23.87,49.95,7.49,63.34,Black Gram (Urd Beans)(Whole)
31.81,62.46,25.32,16.05,43.68,6.37,114.32,Arhar (Tur/Red Gram)(Whole)
35.47,73.58,24.57,18.52,15.07,6.33,122.1,Arhar (Tur/Red Gram)(Whole)
48.36,71.35,66.1,16.61,25.43,7.47,61.59,Black Gram (Urd Beans)(Whole)
5.85,52.94,26.86,30.34,52.74,6.48,92.32,Mango
13.82,24.69,25.33,26.64,59.52,5.58,91.85,Mango
44.3,73.54,15.06,17.89,40.82,6.13,91.06,Arhar (Tur/Red Gram)(Whole)
28.94,54.59,15.82,32.66,71.84,6.79,70.91,Green Gram (Moong)(Whole)
34.83,63.36,34.07,28.97,20.95,6.38,113.06,Arhar (Tur/Red Gram)(Whole)
11.7,134.89,191.2,30.17,78.82,6.39,71.71,Grapes
66.47,48.55,40.72,25.45,88.03,6.67,220.53,Rice
29.19,54.1,19.97,28.16,84.62,7.02,50.84,Green Gram (Moong)(Whole)
88.96,66.81,42.61,24.47,82.2,6.93,194.13,Banana
50.36,60.56,21.19,19.35,45.31,6.87,110.6,Black Gram (Urd Beans)(Whole)
24.78,74.39,16.73,21.88,35.39,6.3,96.56,Arhar (Tur/Red Gram)(Whole)
22.63,70.77,38.45,19.44,31.74,6.17,139.29,Arhar (Tur/Red Gram)(Whole)
26.06,53.33,18.02,26.46,69.23,7.38,42.68,Green Gram (Moong)(Whole)
13.74,23.05,30.09,22.13,94.14,5.73,108.66,Pomegranate
27.76,53.88,22.91,29.85,80.6,6.8,71.65,Green Gram (Moong)(Whole)
12.24,23.62,39.53,16.21,90.9,6.4,105.59,Pomegranate
29.8,148.61,201.06,30.78,79.32,6.15,61.89,Grapes
96.7,32.83,33.12,23.68,63.83,5.95,85.16,Apple
10.29,58.13,24.99,26.47,70.63,6.88,60.8,Green Gram (Moong)(Whole)
70.38,38.5,44.67,26.02,85.1,6.03,268.23,Rice
36.26,56.53,16.25,33.85,67.63,6.87,70.92,Green Gram (Moong)(Whole)
35.26,64.44,22.89,16.11,29.56,5.8,102.72,Arhar (Tur/Red Gram)(Whole)
2.72,21.96,26.03,32.03,52.38,6.08,86.3,Mango
20.53,57.58,15.47,32.72,62.23,7.32,49.9,Green Gram (Moong)(Whole)
21.42,73.75,79.97,26.29,63.62,7.41,137.25,Black Gram (Urd Beans)(Whole)
81.24,36.39,23.56,24.87,51.77,5.63,64.32,Apple
29.48,69.35,78.59,20.08,21.5,7.41,108.85,Black Gram (Urd Beans)(Whole)
34.83,67.18,23.85,27.37,22.94,5.88,115.95,Arhar (Tur/Red Gram)(Whole)
4.4,17.04,35.06,22.25,94.62,6.48,109.39,Pomegranate
102.33,65.81,41.18,26.82,76.91,6.46,144.4,Banana
99.43,56.73,20.78,22.48,64.58,6.16,98.68,Apple
21.81,64.63,57.65,19.06,42.14,7.43,135.9,Black Gram (Urd Beans)(Whole)
72.16,58.2,36.08,25.55,70.47,6.38,91.75,Bhindi(Ladies Finger)
38.25,64.48,31.91,15.28,34.15,5.82,128.4,Arhar (Tur/Red Gram)(Whole)
75.54,58.45,50.96,29.02,79.89,7.19,82.62,Bhindi(Ladies Finger)
22.44,121.96,192.87,31.97,75.91,6.12,60.72,Grapes
30.23,75.88,68.45,19.78,15.59,7.29,80.89,Black Gram (Urd Beans)(Whole)
103.42,78.89,44.02,22.53,84.75,7.25,220.9,Banana
75.0,36.09,24.06,21.49,54.37,6.87,98.13,Apple
11.62,56.27,15.11,31.2,72.83,7.28,49.51,Green Gram (Moong)(Whole)
9.7,27.32,38.17,15.28,91.81,6.13,106.88,Pomegranate
8.08,50.23,29.2,33.39,58.68,6.03,93.43,Mango
22.51,34.58,34.53,30.19,49.46,4.81,86.09,Mango
72.99,36.35,44.41,22.39,82.31,7.35,286.99,Rice
39.43,46.01,24.79,25.12,59.9,5.12,88.52,Mango
14.18,58.36,18.77,27.64,60.96,6.56,58.35,Green Gram (Moong)(Whole)
20.33,51.32,15.76,28.3,84.22,7.13,74.03,Green Gram (Moong)(Whole)
35.53,54.17,22.06,30.6,82.71,6.72,61.33,Green Gram (Moong)(Whole)
31.34,45.07,25.35,27.84,49.54,5.25,80.1,Mango
78.07,45.35,48.73,28.89,70.31,7.14,89.7,Bhindi(Ladies Finger)
23.87,56.02,21.11,33.51,57.78,6.28,98.98,Mango
29.56,35.28,33.32,25.27,46.94,4.72,96.65,Mango
12.69,124.88,207.23,31.22,84.46,6.39,71.63,Grapes
14.9,144.0,186.01,28.3,81.63,6.39,69.16,Grapes
14.28,50.62,19.37,31.84,84.83,6.51,62.37,Green Gram (Moong)(Whole)
11.22,18.91,34.73,18.48,93.05,6.14,110.13,Pomegranate
38.33,63.68,28.81,21.58,18.31,6.86,124.69,Black Gram (Urd Beans)(Whole)
69.43,46.84,41.59,26.46,81.91,6.28,288.49,Rice
14.94,41.13,24.29,25.08,56.28,5.64,82.53,Mango
76.34,48.58,35.43,29.36,68.9,6.87,105.83,Bhindi(Ladies Finger)
13.33,16.93,38.86,24.37,87.86,6.38,102.21,Pomegranate
85.61,38.38,38.24,22.97,67.64,6.07,60.25,Apple
12.46,21.47,34.57,17.91,92.14,6.18,111.18,Pomegranate
103.23,80.34,44.03,27.55,78.34,6.96,195.96,Banana
28.32,56.95,20.49,31.38,73.8,7.06,78.0,Green Gram (Moong)(Whole)
72.82,40.34,44.47,24.03,85.4,6.66,271.82,Rice
83.1,31.93,23.58,22.11,50.75,6.46,69.34,Apple
21.12,144.92,200.68,29.79,84.14,6.1,75.39,Grapes
22.73,55.27,23.33,33.99,77.59,6.94,55.7,Green Gram (Moong)(Whole)
92.94,47.83,29.46,25.0,54.67,6.59,81.73,Apple
103.73,75.29,41.4,26.72,79.87,7.17,217.43,Banana
76.33,46.81,42.93,23.7,80.6,6.74,278.05,Rice
52.27,75.32,22.9,16.1,29.6,6.79,97.03,Black Gram (Urd Beans)(Whole)
37.26,54.19,32.76,28.82,51.37,4.56,91.24,Mango
39.44,54.53,20.72,31.16,79.73,7.24,49.06,Green Gram (Moong)(Whole)
39.35,79.45,34.65,20.11,15.78,7.31,104.89,Black Gram (Urd Beans)(Whole)
3.87,23.68,38.48,21.76,93.92,6.31,112.14,Pomegranate
49.12,64.65,20.83,24.06,61.17,7.49,77.78,Black Gram (Urd Beans)(Whole)
37.38,62.44,38.39,26.69,33.31,6.97,63.25,Black Gram (Urd Beans)(Whole)
83.35,49.29,45.96,29.13,70.14,6.96,93.44,Bhindi(Ladies Finger)
71.81,40.73,41.61,24.7,80.67,7.42,229.54,Rice
69.3,41.55,43.88,20.13,85.83,6.31,220.88,Rice
13.7,19.33,39.44,23.8,93.98,6.31,108.39,Pomegranate
27.0,147.57,200.59,30.38,80.72,6.26,76.96,Grapes
84.01,48.93,22.02,21.45,53.17,6.02,99.83,Apple
35.4,58.38,28.11,31.72,45.5,6.08,95.3,Mango
25.47,51.74,21.49,25.78,73.95,6.67,65.53,Green Gram (Moong)(Whole)
29.94,129.54,189.52,29.45,81.67,6.07,72.96,Grapes
14.5,44.83,21.86,29.43,46.03,5.88,90.69,Mango
100.05,89.53,44.99,23.28,79.47,5.75,141.15,Banana
14.36,70.26,36.64,21.68,21.32,5.6,137.84,Arhar (Tur/Red Gram)(Whole)
62.89,39.82,43.59,22.3,87.81,6.2,271.61,Rice
37.83,65.3,49.16,18.76,25.96,6.8,86.08,Black Gram (Urd Beans)(Whole)
27.81,126.29,182.23,31.26,75.92,6.2,66.63,Grapes
35.2,54.58,22.21,33.99,75.35,7.07,73.25,Green Gram (Moong)(Whole)
54.94,77.43,43.53,23.15,50.86,6.65,133.59,Black Gram (Urd Beans)(Whole)
96.92,37.57,34.02,20.86,66.7,5.61,97.85,Apple
5.15,17.24,34.57,17.31,91.41,6.37,102.41,Pomegranate
3.73,32.71,27.04,31.84,50.45,6.1,96.23,Mango
2.0,45.38,23.88,34.37,58.67,4.68,92.31,Mango
5.46,25.92,32.58,25.08,51.85,4.71,81.63,Mango
62.92,43.15,42.84,23.07,81.31,6.75,298.18,Rice
37.8,58.86,18.83,30.17,71.63,6.77,62.05,Green Gram (Moong)(Whole)
78.82,51.37,44.88,27.68,79.19,6.9,108.67,Bhindi(Ladies Finger)
38.06,71.04,31.63,21.51,61.92,5.96,117.84,Arhar (Tur/Red Gram)(Whole)
22.85,54.04,17.3,33.31,63.91,7.18,71.38,Green Gram (Moong)(Whole)
29.21,35.48,27.85,27.79,54.16,4.66,81.77,Mango
6.85,18.8,37.05,24.41,87.25,5.74,107.61,Pomegranate
40.48,76.64,57.05,18.5,69.03,7.4,91.19,Black Gram (Urd Beans)(Whole)
23.39,141.02,182.89,28.37,75.04,6.32,62.22,Grapes
19.51,66.34,26.14,27.18,31.44,6.03,123.99,Arhar (Tur/Red Gram)(Whole)
89.57,74.21,42.63,29.01,80.6,6.82,198.2,Banana
15.15,146.89,187.62,29.26,84.21,6.03,73.49,Grapes
87.28,55.16,41.44,29.61,67.3,6.69,93.38,Bhindi(Ladies Finger)
99.99,36.67,34.35,20.28,55.25,5.56,88.57,Apple
13.87,144.45,208.39,30.97,82.52,6.35,78.01,Grapes
3.97,22.39,37.43,18.43,91.84,6.25,104.83,Pomegranate
80.44,51.93,38.55,28.45,77.61,6.76,104.9,Bhindi(Ladies Finger)
35.52,58.07,19.66,34.68,70.1,7.39,66.42,Green Gram (Moong)(Whole)
93.76,47.02,38.33,25.84,70.76,6.25,89.33,Bhindi(Ladies Finger)
93.67,55.51,35.15,23.86,56.12,6.38,60.68,Apple
73.08,44.56,40.4,21.29,87.34,7.02,242.73,Rice
40.26,66.89,19.98,24.54,17.73,6.3,111.41,Arhar (Tur/Red Gram)(Whole)
28.06,35.11,27.37,33.84,47.05,5.32,95.68,Mango
8.16,15.28,35.75,15.52,89.28,6.11,107.9,Pomegranate
17.78,122.19,199.05,28.98,75.81,6.35,67.51,Grapes
76.43,59.72,37.23,28.88,79.76,6.2,87.99,Bhindi(Ladies Finger)
11.34,15.11,37.06,20.74,89.3,5.9,102.69,Pomegranate
86.06,50.82,40.56,25.1,68.05,7.09,88.59,Bhindi(Ladies Finger)
90.24,61.89,47.41,24.85,75.45,6.9,155.89,Banana
5.46,27.37,33.51,17.91,91.01,5.58,118.44,Pomegranate
36.8,64.14,59.74,21.33,20.83,6.97,121.18,Black Gram (Urd Beans)(Whole)
86.22,49.26,49.08,29.67,74.37,6.33,96.96,Bhindi(Ladies Finger)
83.42,48.23,48.22,25.72,77.4,6.96,89.75,Bhindi(Ladies Finger)
14.42,18.14,38.7,16.1,88.75,6.38,109.2,Pomegranate
70.51,45.74,42.86,22.36,81.73,7.32,290.71,Rice
13.5,23.4,38.37,18.17,88.39,5.8,107.67,Pomegranate
3.03,18.8,35.46,22.61,87.11,5.55,119.59,Pomegranate
12.06,138.15,195.17,28.6,83.85,6.48,67.26,Grapes
76.16,55.29,32.83,23.37,56.71,6.07,69.12,Apple
45.54,67.84,54.88,16.28,28.91,6.8,142.08,Black Gram (Urd Beans)(Whole)
9.2,18.39,38.82,21.18,93.03,6.29,111.19,Pomegranate
37.62,74.34,37.1,16.85,52.94,6.01,119.82,Arhar (Tur/Red Gram)(Whole)
90.9,51.96,45.12,27.02,66.71,7.23,104.7,Bhindi(Ladies Finger)
98.84,65.05,47.6,28.96,77.74,6.42,209.74,Banana
49.08,75.28,72.46,16.39,50.15,7.43,85.86,Black Gram (Urd Beans)(Whole)
102.85,82.36,44.01,28.26,77.06,6.52,106.08,Banana
90.04,82.5,49.93,28.67,81.1,6.3,210.54,Banana
13.62,59.22,21.11,34.12,74.91,7.41,43.7,Green Gram (Moong)(Whole)
102.08,64.85,49.45,22.81,78.77,7.18,228.57,Banana
19.59,52.72,15.98,34.05,77.26,7.06,49.08,Green Gram (Moong)(Whole)
71.02,36.57,34.79,21.48,52.45,6.0,77.08,Apple
15.66,56.91,29.58,32.2,54.65,4.61,85.51,Mango
54.83,63.79,41.82,15.39,26.35,6.88,130.36,Black Gram (Urd Beans)(Whole)
80.27,58.47,35.62,28.55,66.45,6.64,86.69,Bhindi(Ladies Finger)
62.33,38.08,42.87,26.62,80.78,6.67,298.23,Rice
73.39,48.53,42.8,25.06,66.21,6.87,103.84,Bhindi(Ladies Finger)
12.95,67.39,34.32,15.85,48.14,6.39,104.01,Arhar (Tur/Red Gram)(Whole)
44.03,64.24,21.14,22.36,50.46,6.0,112.06,Arhar (Tur/Red Gram)(Whole)
25.72,67.78,33.16,17.14,26.24,6.32,116.91,Arhar (Tur/Red Gram)(Whole)
90.12,82.11,47.08,20.73,78.2,6.07,147.32,Banana
28.79,141.01,205.52,28.94,83.43,6.29,75.58,Grapes
95.44,86.21,47.88,28.23,82.75,7.45,162.04,Banana
60.25,51.77,43.07,24.51,87.72,7.48,202.81,Rice
78.97,45.21,43.76,25.59,83.05,6.23,265.63,Rice
35.0,56.17,15.41,31.38,84.04,7.44,54.72,Green Gram (Moong)(Whole)
25.65,56.94,21.22,34.75,58.39,5.8,80.71,Mango
105.0,92.2,45.06,21.85,77.25,6.04,168.83,Banana
23.14,71.95,24.49,17.12,20.47,5.67,109.84,Arhar (Tur/Red Gram)(Whole)
31.88,63.04,29.29,15.14,58.59,6.41,134.39,Arhar (Tur/Red Gram)(Whole)
95.03,47.87,36.31,20.15,62.57,6.9,79.32,Apple
72.7,56.73,36.49,28.21,66.34,6.1,107.4,Bhindi(Ladies Finger)
21.69,65.04,21.07,28.2,16.71,5.95,108.29,Arhar (Tur/Red Gram)(Whole)
87.84,48.18,36.6,21.03,61.94,6.11,81.16,Apple
14.13,57.43,21.49,27.63,75.51,7.38,63.51,Green Gram (Moong)(Whole)
10.67,28.05,30.18,22.9,90.13,6.41,109.03,Pomegranate
94.09,74.82,42.03,24.22,77.26,6.33,105.82,Banana
39.52,60.6,27.56,28.16,49.95,6.35,135.15,Arhar (Tur/Red Gram)(Whole)
72.99,42.47,29.1,22.09,57.61,5.5,77.25,Apple
103.72,69.93,44.39,24.9,81.22,6.62,124.95,Banana
88.75,50.28,52.71,28.57,73.27,6.56,92.84,Bhindi(Ladies Finger)
96.3,37.19,36.2,20.74,58.75,6.36,81.49,Apple
85.18,82.5,46.55,24.4,77.43,6.1,107.63,Banana
9.25,28.15,38.28,16.24,86.39,6.49,118.05,Pomegranate
12.19,28.76,37.42,20.51,87.76,5.62,113.63,Pomegranate
36.62,61.27,73.73,24.88,31.65,6.96,144.74,Black Gram (Urd Beans)(Whole)
